Condition,Distance_km,Frequency_GHz,Bandwidth_MHz,Modulation,TxPower_dBm,Gain_dBi,RSSI_dBm,SNR_dB,BER,Availability_percent,Etat
Normal_Rural,23,8,14,BPSK,26.69,35.97,11.89,15.77,0.000996112154929887,99.72,Dégradé
Normal_Rural,21.87,38,112,QPSK,26.43,39.11,21.23,29.37,5.97959810570023E-07,99.65,OK
Normal_Rural,13.08,11,112,32-QAM,22.74,29.79,15.74,18.8,0.000434140714728161,95.17,Dégradé
Normal_Rural,6.42,13,14,BPSK,23.87,27.8,25.74,32.41,6.34093515685864E-07,91.3,OK
Normal_Rural,32.88,4,28,BPSK,25.97,34.13,-7.24,1.05,0.0362166080798646,99.58,KO
Normal_Rural,27.9,11,28,16-QAM,24.82,35.49,-6.51,0,0.0128420896961447,94.37,KO
Normal_Rural,30.26,38,28,BPSK,24.31,37.32,-3.53,6.07,0.0117968950844278,99.89,KO
Normal_Rural,8.86,32,28,QPSK,21.88,25.33,25.17,32.12,8.64212973112263E-07,99.72,OK
Normal_Rural,17.15,26,28,16-QAM,23.6,26.02,3.5,9.42,0.0686231835835902,99.16,KO
Normal_Rural,16.83,26,28,8PSK,20.83,29.97,4.44,11.18,0.000915228465681401,99.03,Dégradé
Normal_Rural,8.15,11,28,QPSK,22.22,26.22,28.05,31.07,9.828426270299E-07,99.36,OK
Normal_Rural,16.95,23,56,BPSK,20.14,26.99,-0.32,3.57,0.0518101044587031,95.56,KO
Normal_Rural,21.99,4,112,QPSK,25.9,35.12,13.35,15.91,0.00126279945643228,99.73,KO
Normal_Rural,24.68,11,14,BPSK,25.78,34.09,0.03,7.22,0.111252683936203,99.07,KO
Normal_Rural,10.96,6,224,QPSK,21.6,28.46,26.91,28.29,1.80798088624091E-07,99.84,OK
Normal_Rural,39.83,4,14,8PSK,25.93,38.06,-20.76,0,0.242907315663662,99.69,KO
Normal_Rural,13.87,6,224,BPSK,23.8,26.43,18.6,23.44,7.79614133911429E-07,99.47,OK
Normal_Rural,9.26,4,56,64-QAM,20.43,25.22,21.97,29.38,6.73094862113664E-07,99.52,OK
Normal_Rural,11.64,18,224,32-QAM,20.29,25.23,21.33,24.57,1.70116122311599E-07,99.8,OK
Normal_Rural,29.09,18,112,QPSK,25.68,33.27,0.28,3.26,0.0786515620799676,99.61,KO
Normal_Rural,4.89,32,14,QPSK,18.29,24.51,29.48,36.74,5.76423104248744E-07,99.52,OK
Normal_Rural,30.8,8,112,QPSK,25.87,32.78,-4.79,0,0.0441812320615834,99.76,KO
Normal_Rural,41.34,32,28,BPSK,26.19,39.53,-21.88,0,0.0776612590740856,99.29,KO
Normal_Rural,3.61,32,112,BPSK,18.19,24.06,21.76,23.75,3.49887308230879E-07,99.91,OK
Normal_Rural,34.08,38,14,8PSK,24.74,31.99,-23.22,0,0.0326169665620262,99.33,KO
Normal_Rural,9.85,26,112,BPSK,23.1,26.35,17.43,17.65,0.000688903677008086,99.23,Dégradé
Normal_Rural,27.04,18,28,8PSK,24.15,38.85,3.36,8.58,0.0258707793637355,99.68,KO
Normal_Rural,46.79,4,224,8PSK,24.84,35.49,-35.89,0,0.0208673344672154,99.84,KO
Normal_Rural,27.05,13,56,QPSK,25.48,33.6,1.68,10.46,0.000399111342786541,99.47,Dégradé
Normal_Rural,23.5,8,112,QPSK,25.35,35.73,9.71,12.64,0.00232352268114378,99.65,KO
Normal_Rural,23.47,23,112,QPSK,26.88,30.51,-2.89,2.83,0.242859316260412,99.25,KO
Normal_Rural,18.46,23,112,8PSK,20.16,26.41,9.15,12.93,0.000599060632173102,99.8,Dégradé
Normal_Rural,30.59,13,56,QPSK,25.65,37.5,-3.55,0.08,0.0873481631588643,99.76,KO
Normal_Rural,46.65,23,56,8PSK,24.51,36.16,-36.54,0,0.00510855818862342,99.87,KO
Normal_Rural,6.13,18,224,8PSK,20.89,27.07,23.53,28.45,3.37583815202349E-07,99.31,OK
Normal_Rural,2.66,26,14,16-QAM,18.93,23.75,30.73,33.52,3.41170834306847E-07,99.96,OK
Normal_Rural,36.69,26,56,8PSK,26.57,39.91,-19.66,0,0.0432297520611417,96.93,KO
Normal_Rural,33.39,13,14,BPSK,25.71,39.54,-6.11,1.87,0.190748146280727,99.55,KO
Normal_Rural,49.62,32,28,8PSK,26.39,38.19,-40.19,0,0.110518107820508,99.76,KO
Normal_Rural,5.6,32,112,16-QAM,20.24,30,32.79,36.63,3.29260356609839E-07,99.28,OK
Normal_Rural,11.55,13,28,QPSK,23.73,25.06,11.73,15.46,0.000446456842402432,92.01,Dégradé
Normal_Rural,9.59,23,112,8PSK,22.62,27.14,25.51,25.74,7.63194540886647E-07,99.63,OK
Normal_Rural,29.21,38,224,16-QAM,26.29,32.91,-11.95,0,0.0655665054464606,92.82,KO
Normal_Rural,35.47,4,56,BPSK,26.83,36.86,-9.19,0.5,0.00341449041537574,99.97,KO
Normal_Rural,27.94,8,112,16-QAM,26.48,34.4,2.32,9.03,0.0765227607783094,99.24,KO
Normal_Rural,46.56,23,28,8PSK,25.34,31.17,-51.21,0,0.0301796129561804,91.79,KO
Normal_Rural,45.62,13,224,16-QAM,25.79,31.23,-39.58,0,0.0651492817046273,99.5,KO
Normal_Rural,16.44,13,56,8PSK,20.11,28.64,1.99,9.91,0.0298172633736222,99.57,KO
Normal_Rural,23.22,8,56,QPSK,24.61,32.21,-0.12,4.03,0.0970610959749801,99.14,KO
Normal_Rural,7.34,11,112,32-QAM,21.76,27.56,30.37,30.76,7.82246204970445E-07,99.67,OK
Normal_Rural,17.56,6,112,16-QAM,21.47,27.06,10.22,12.28,0.000121524924525025,99.94,Dégradé
Normal_Rural,31.45,8,224,8PSK,25.6,37.36,-4.72,0,0.0587622891526369,99.65,KO
Normal_Rural,41.29,8,224,16-QAM,24.47,38.17,-31.49,0,0.0940547190294203,99.3,KO
Normal_Rural,39.2,8,224,QPSK,26.89,30.44,-27.73,0,0.155667701293413,99.87,KO
Normal_Rural,28.75,8,28,8PSK,25.97,39.51,-4.94,0,0.0300288129755871,94.25,KO
Normal_Rural,15.87,18,224,64-QAM,23.38,26.61,13.9,19.57,0.000962685833681277,99.71,Dégradé
Normal_Rural,10.07,32,28,QPSK,23.29,26.43,25.98,33,1.26721790304061E-07,99.42,OK
Normal_Rural,17.59,6,112,8PSK,23.7,25.04,6.24,16.08,0.000153315909521225,99.88,Dégradé
Normal_Rural,42.09,26,224,BPSK,24.41,33.34,-31.09,0,0.110164417611344,99.95,KO
Normal_Rural,25.1,8,14,QPSK,25.33,38.62,7,11,0.00208526203244814,99.83,KO
Normal_Rural,38.76,13,112,QPSK,24.72,38.24,-19.87,0,0.0687764391228587,99.87,KO
Normal_Rural,41.94,13,56,16-QAM,24.19,36.99,-39.16,0,0.0104553607332285,94.75,KO
Normal_Rural,24.17,13,224,BPSK,24.75,36.56,9.53,15.37,0.000526113787003811,99.67,Dégradé
Normal_Rural,46.19,4,28,QPSK,24.36,30.43,-48.42,0,0.0255445183944242,96.45,KO
Normal_Rural,17.98,38,14,BPSK,23.38,29.56,12.46,12.72,0.000361328228082672,99.4,Dégradé
Normal_Rural,46.73,11,14,16-QAM,26.09,34.23,-39.06,0,0.223990964644497,99.73,KO
Normal_Rural,17.73,18,56,QPSK,20.68,28.3,10.6,17.91,0.000646935980237082,99.52,Dégradé
Normal_Rural,5.97,38,14,64-QAM,23.88,26.12,23.54,25.89,7.74887835677808E-07,93.45,OK
Normal_Rural,26.84,23,28,8PSK,25.95,30.91,0.57,6.59,0.060257644666117,99.35,KO
Normal_Rural,43.59,4,56,16-QAM,26.86,36.65,-30.98,0,0.128882560640043,99.65,KO
Normal_Rural,4.8,18,112,8PSK,18.4,23.67,32.29,39.01,3.67076359217609E-07,99.97,OK
Normal_Rural,44.46,26,56,8PSK,26.53,30.33,-44.9,0,0.0755213066284808,95.17,KO
Normal_Rural,34.12,13,112,8PSK,25.64,31.83,-22.38,0,0.0212703433655288,99.43,KO
Normal_Rural,46.26,32,14,BPSK,26.69,37.46,-31.67,0,0.180180988911641,99.19,KO
Normal_Rural,43.81,23,56,BPSK,24.6,31.55,-37.36,0,0.0735978065099391,99.99,KO
Normal_Rural,4.3,4,224,256-QAM,17.28,23.75,28.17,28.46,2.55218771513012E-07,99.86,OK
Normal_Rural,9.88,38,112,64-QAM,21.83,28.92,18.39,18.74,0.000235030869099106,92.14,Dégradé
Normal_Rural,11.9,11,28,256-QAM,23.4,26.96,20.05,29.72,6.99587147973503E-07,99.89,OK
Normal_Rural,47.41,11,224,BPSK,24.84,33.79,-40.82,0,0.102198941422913,99.9,KO
Normal_Rural,39.61,13,112,8PSK,26.55,38.22,-20.77,0,0.0270041373769638,99.67,KO
Normal_Rural,40.47,13,112,QPSK,25.55,36.86,-20.11,0,0.03611477099672,99.64,KO
Normal_Rural,12.07,11,14,8PSK,21.92,28.87,21.43,26.53,1.61317823566901E-07,99.03,OK
Normal_Rural,14.92,11,14,256-QAM,22.69,27.49,8.85,16.57,0.000332444990987875,94.84,Dégradé
Normal_Rural,26.6,32,112,8PSK,24.53,31.38,-3.19,0,0.0849873858041063,99.22,KO
Normal_Rural,18.36,26,14,QPSK,23.34,28.16,5.24,8.12,0.0927591897889923,99.21,KO
Normal_Rural,21.08,13,224,8PSK,24.42,34.24,9.89,14.77,0.000824727162561493,99.65,Dégradé
Normal_Rural,33.82,23,56,8PSK,25.74,33.37,-9.17,0,0.00175048989812355,99.71,KO
Normal_Rural,30.22,18,224,16-QAM,26.81,35.24,-6.86,0,0.0155813007524004,99.6,KO
Normal_Rural,43.83,26,112,BPSK,26.3,32.87,-38.31,0,0.184471792462087,99.62,KO
Normal_Rural,23.4,11,14,BPSK,24.25,36.69,12.45,20.16,1.40944021981191E-07,99.67,OK
Normal_Rural,36.49,13,224,16-QAM,26.05,32.67,-19.5,0,0.113766051860798,99.47,KO
Normal_Rural,19.31,18,112,32-QAM,20.89,26.08,7.08,14.51,0.000351416951862141,99.69,Dégradé
Normal_Rural,8.4,6,112,16-QAM,21.73,27.38,18.44,20.49,2.70538942253048E-07,99.26,OK
Normal_Rural,3.25,8,14,64-QAM,18.44,24.43,36.19,43.09,6.31142525242226E-07,99.62,OK
Normal_Rural,41.6,18,112,8PSK,26.72,39.91,-23.5,0,0.067821804137651,99.74,KO
Normal_Rural,24.23,8,56,QPSK,24.35,34.69,6.89,16.56,0.000248527270862892,99.69,Dégradé
Normal_Rural,10.99,18,224,QPSK,23.32,29.21,30.01,39.38,3.33297946745384E-07,99.52,OK
Normal_Rural,2.12,11,28,16-QAM,17.83,22.55,32.46,41.5,1.55269087498994E-07,99.95,OK
Normal_Rural,36.6,6,56,QPSK,25.63,30.44,-32.06,0,0.0188703292178366,92.03,KO
Normal_Rural,6.14,32,28,8PSK,21.83,27.17,24.65,29.37,9.24250782702929E-07,99.92,OK
Normal_Rural,42.69,26,28,BPSK,25.82,39.38,-25.41,0,0.0752154207011758,99.75,KO
Normal_Rural,1.42,6,56,8PSK,17.5,24.88,34.98,43.69,4.80782261440257E-07,99.99,OK
Normal_Rural,4.88,6,28,16-QAM,19.46,24.76,22.64,31.79,5.87488927497952E-07,99.92,OK
Normal_Rural,12.36,18,56,16-QAM,23.46,27.14,24.9,30.62,8.33956016555469E-07,99.54,OK
Normal_Rural,46,32,56,QPSK,26.85,32.46,-42.07,0,0.171019960977719,99.18,KO
Normal_Rural,48.59,13,56,8PSK,26.07,33.35,-42.46,0,0.184049281819369,99.1,KO
Normal_Rural,3.53,18,28,64-QAM,18.28,22.85,20.74,24.84,3.38112212248144E-07,90.17,OK
Normal_Rural,10.08,26,224,8PSK,23.69,25.02,17.25,17.27,0.000966954302533296,93.71,Dégradé
Normal_Rural,15.37,11,14,32-QAM,22.2,27.97,15.93,24.75,2.00656394789243E-07,99.8,OK
Normal_Rural,5.59,26,112,BPSK,20.78,26.94,31.56,34.65,8.44192312744913E-07,99.26,OK
Normal_Rural,45.59,13,28,BPSK,24.4,38.4,-34.59,0,0.156434940057381,99.68,KO
Normal_Rural,26.08,26,224,BPSK,24.04,35.28,-5.43,0,0.119242680308138,99.14,KO
Normal_Rural,32.07,8,56,QPSK,25.1,30.51,-10.24,0,0.0419441017311278,99.67,KO
Normal_Rural,9.28,18,56,64-QAM,22.17,27.51,17.59,26.54,1.21872443350537E-07,95.25,OK
Normal_Rural,20.97,32,28,8PSK,25.15,30.1,1.88,2.23,0.117787455368323,99.17,KO
Normal_Rural,37.6,38,14,8PSK,26.12,32.77,-22.45,0,0.117274045432943,99.81,KO
Normal_Rural,6.38,11,112,BPSK,22.41,27.98,33.22,36.06,9.5485324522737E-07,99.93,OK
Normal_Rural,0.59,4,112,16-QAM,17.88,24.93,29.45,29.74,8.90426546760916E-07,99.6,OK
Normal_Rural,30.64,8,224,QPSK,24.21,31.08,-7.3,1.84,0.0499967877793432,99.75,KO
Normal_Rural,4.98,38,112,QPSK,18.31,24.13,31.9,39.05,5.9351006822903E-07,99.98,OK
Normal_Rural,20.8,26,112,QPSK,25.73,34.26,6.41,10.02,0.000321502724154656,93.9,Dégradé
Normal_Rural,14.31,23,28,BPSK,21.56,29.52,10.47,12.58,0.000236426262646685,99.62,Dégradé
Normal_Rural,36.33,38,112,16-QAM,25.47,36.41,-24.55,0,0.092468681289857,93.51,KO
Normal_Rural,18.82,4,224,32-QAM,21.44,27.84,6.04,9.99,0.0731218504563032,99.57,KO
Normal_Rural,5.14,18,14,8PSK,20.31,27.28,36.54,37.09,8.58842538705522E-07,99.93,OK
Normal_Rural,34.09,6,112,QPSK,26.87,39.95,-12.78,0,0.00956504306302287,95.63,KO
Normal_Rural,40.23,6,14,8PSK,26.94,34.92,-27.26,0,0.0471678639279171,99.83,KO
Normal_Rural,36.83,13,56,8PSK,24.28,31.86,-21.19,0,0.0998272891274087,99.84,KO
Normal_Rural,15.45,4,56,BPSK,22.81,29.87,13.65,17.22,2.008677288156E-05,99.45,Dégradé
Normal_Rural,8.47,8,14,16-QAM,20.15,29.09,18.41,27.13,7.545409626773E-07,99.1,OK
Normal_Rural,31.61,23,224,QPSK,24.91,37.83,-16.04,0,0.050846507686288,95.61,KO
Normal_Rural,2.49,8,112,256-QAM,17.77,20.85,18.38,21.96,1.57137125514706E-07,90.27,OK
Normal_Rural,31.61,26,28,QPSK,25.34,37.69,-12.74,0,0.142288297161636,99.94,KO
Normal_Rural,22.84,26,28,16-QAM,26.88,33.8,7.67,16.79,0.000506810811068702,99.89,Dégradé
Normal_Rural,17.76,11,112,16-QAM,21.84,28.38,12.84,19.5,0.000465656839254809,99.96,Dégradé
Normal_Rural,10.54,23,14,QPSK,21.53,25.72,20.61,27.78,7.89934711173713E-07,99.52,OK
Normal_Rural,45.77,26,112,16-QAM,25.78,35.24,-38.51,0,0.0203835214786799,99.25,KO
Normal_Rural,37.9,13,112,QPSK,26.22,35.78,-15.61,0,0.0453172518998642,99.61,KO
Normal_Rural,9.62,18,224,8PSK,21.17,25.81,17.21,18.75,0.000975229155868565,94.03,Dégradé
Normal_Rural,17.33,6,112,BPSK,20.78,26.77,2.27,6.93,0.0888067472497469,99.13,KO
Normal_Rural,10.58,6,56,QPSK,23.83,27.97,25.36,26.6,1.18126754979946E-07,99.65,OK
Normal_Rural,36.04,23,224,QPSK,26.65,36,-20.8,0,0.0565607308154515,99.01,KO
Normal_Rural,26.04,32,56,QPSK,24.55,31.19,-1.38,1.58,0.20426344479748,99.95,KO
Normal_Rural,26.06,38,112,BPSK,25.86,33.91,3.63,9.7,0.175932885679587,99.82,KO
Normal_Rural,17.31,32,224,QPSK,20.06,27.54,-2.66,6.85,0.0163032988025159,95.41,KO
Normal_Rural,18.3,6,28,256-QAM,20.72,28.1,-2.3,7.38,0.0489716836947761,93.3,KO
Normal_Rural,32.45,32,14,16-QAM,24.16,30.91,-24.6,0,0.167335645285098,99.45,KO
Normal_Rural,9.14,18,28,QPSK,22.64,25.58,26.36,27.67,4.30055929988381E-07,99.56,OK
Normal_Rural,5.57,13,224,8PSK,23.38,26.44,28.11,32.76,6.02732131552206E-07,97.37,OK
Normal_Rural,36.21,18,224,QPSK,25.09,31.63,-25.39,0,0.235648435597659,99.71,KO
Normal_Rural,25,26,28,16-QAM,25.46,33.05,6.21,13.22,0.000245598147467954,99,Dégradé
Normal_Rural,30.21,18,56,BPSK,24.19,33.01,-7.75,0,0.00360934276633828,99.79,KO
Normal_Rural,26.88,6,14,BPSK,26.42,32.16,-1.86,6.29,0.0689012552670596,99.85,KO
Normal_Rural,24.01,11,112,16-QAM,24.17,38.98,2.78,3.29,0.0337000554330724,99.33,KO
Normal_Rural,23.1,6,224,BPSK,24.22,36.33,10.35,15.96,0.00138983839265196,99.79,KO
Normal_Rural,17.91,6,14,16-QAM,20.4,25.33,8.88,15.05,9.81172117243039E-05,99.63,Dégradé
Normal_Rural,35.78,13,224,BPSK,25.92,30.69,-29.99,0,0.0305502677511257,97.27,KO
Normal_Rural,14.24,13,28,8PSK,22.64,26.72,6.75,13.25,0.000899015020529541,93.39,Dégradé
Normal_Rural,32.56,8,224,16-QAM,26.88,38.5,-0.48,1.43,0.0813713870183309,99.95,KO
Normal_Rural,42.11,38,14,16-QAM,26.92,33.74,-31.19,0,0.109485219425598,99.75,KO
Normal_Rural,32.04,23,28,BPSK,25.35,32.67,-16.47,0,0.00358684300943733,94.84,KO
Normal_Rural,30.79,13,56,BPSK,24.58,39.33,-1.9,6.42,0.0546010930934128,99.98,KO
Normal_Rural,34.28,18,112,QPSK,24.51,35.6,-13.36,0,0.088996215782287,99.18,KO
Normal_Rural,9.53,38,112,64-QAM,22.49,29.31,16.26,17.83,0.000869449032541549,90.03,Dégradé
Normal_Rural,1.63,18,224,QPSK,18.75,24.49,27.61,35.61,8.44027517570166E-07,92.08,OK
Normal_Rural,4.65,23,14,QPSK,19.99,23.72,21.99,25.29,2.74670193893848E-07,90.77,OK
Normal_Rural,1.65,70,28,256-QAM,18.82,20.65,34.97,37.01,4.36206976870857E-07,99.83,OK
Normal_Rural,33.13,26,112,BPSK,26.46,36.14,-11.14,0,0.057433627910733,99.69,KO
Normal_Rural,22.64,13,112,8PSK,26.06,34.12,1.83,7.23,0.13525228402573,99.54,KO
Normal_Rural,7.73,13,224,32-QAM,22.25,29.2,35.21,44.89,3.33434275774622E-07,99.89,OK
Normal_Rural,17.8,11,56,32-QAM,22.58,25.95,5.29,15.18,0.000476547484675793,99.54,Dégradé
Normal_Rural,47.49,38,28,BPSK,26.03,32.61,-41.86,0,0.11760946044453,99.6,KO
Normal_Rural,9.47,11,28,8PSK,23.75,28.21,21.61,28.16,3.57918207942834E-07,99.89,OK
Normal_Rural,17.88,23,28,BPSK,21.34,25.62,10.7,17.49,0.000990298851062331,99.79,Dégradé
Normal_Rural,32.95,6,56,BPSK,26.64,39.54,-13.25,0,0.0299173934116966,90.57,KO
Normal_Rural,41.39,38,28,8PSK,26.33,31.8,-29.29,0,0.0307252237067285,99.02,KO
Normal_Rural,21.22,32,14,16-QAM,24.96,36.2,14.7,19.93,0.00112842461110647,99.41,KO
Normal_Rural,23.61,38,28,16-QAM,24.62,33.08,0.28,7.07,0.0946809960665784,99.01,KO
Normal_Rural,17.66,6,14,QPSK,23.08,27.32,3.37,13.17,0.00016460243221377,99.44,Dégradé
Normal_Rural,37.68,38,224,8PSK,24.73,33.79,-20.78,0,0.125045127686408,99.53,KO
Normal_Rural,23.57,26,224,BPSK,24.75,30.42,4.13,9.17,0.0854377884930188,99.67,KO
Normal_Rural,44.11,8,112,QPSK,24.08,38.55,-32.01,0,0.149374324662207,99.55,KO
Normal_Rural,18.28,13,112,16-QAM,21.85,26.61,-3.16,0,0.00303272015547774,93.33,KO
Normal_Rural,48.55,23,56,8PSK,26.49,34.42,-40.97,0,0.0619806855735299,99.05,KO
Normal_Rural,15.02,32,56,BPSK,23.04,25.42,11.77,18.25,0.0001670324422093,99.76,Dégradé
Normal_Rural,42.12,8,56,16-QAM,24.52,35.57,-28.86,0,0.185432516580465,99.85,KO
Normal_Rural,25.33,13,112,16-QAM,26.93,30.26,-2.69,0,0.0953435029144289,99.39,KO
Normal_Rural,17.36,32,28,256-QAM,23.59,27.22,14.31,21.71,3.82091263934573E-07,99.84,OK
Normal_Rural,28.72,18,112,QPSK,24.53,33.61,-8.13,0,0.0624765262901387,99.1,KO
Normal_Rural,15.28,38,56,8PSK,21.86,26.72,7.91,13.98,0.00051534728545063,99.29,Dégradé
Normal_Rural,36.31,13,224,16-QAM,25.28,35.83,-23.23,0,0.0641143207536658,93.71,KO
Normal_Rural,25.78,11,56,QPSK,24.52,30.22,-8.06,0,0.0668387577831826,91.73,KO
Normal_Rural,7.62,13,112,BPSK,21,27.41,20.69,21.5,9.64866439890262E-07,97.94,OK
Normal_Rural,33.42,13,224,16-QAM,24.64,38.78,-8.78,0,0.167664840991268,99.88,KO
Normal_Rural,2.02,4,112,8PSK,17.29,21.69,34.39,42.14,3.26198203601845E-07,99.92,OK
Normal_Rural,1.02,80,14,64-QAM,18.43,22.56,25.07,34.41,6.7229675209611E-07,92.39,OK
Normal_Rural,1.82,18,14,BPSK,17.33,20.86,29.96,33.73,5.39946567285976E-07,100,OK
Normal_Rural,1.85,23,14,16-QAM,17.67,23.46,34.98,35.47,4.48205832927885E-08,99.93,OK
Normal_Rural,4.47,32,112,QPSK,18.15,24.09,24.22,30.25,7.97082860984005E-07,99.07,OK
Normal_Rural,22.11,38,112,16-QAM,24.24,34.82,8.31,18.19,0.000282001610992603,99.17,Dégradé
Normal_Rural,38.65,18,28,8PSK,24.35,31.32,-25.87,0,0.166227254711224,99.75,KO
Normal_Rural,26.39,8,112,QPSK,24.4,37.78,5.2,6.3,0.016693680126162,99.7,KO
Normal_Rural,2.65,4,224,8PSK,18.46,24.1,25.53,32.33,4.7774492490668E-07,99.11,OK
Normal_Rural,32.22,6,56,16-QAM,24.68,33.87,-11.07,0,0.115326594541915,99.25,KO
Normal_Rural,17.29,4,28,BPSK,20.09,27.87,9.33,12.14,0.000138254111932895,99.01,Dégradé
Normal_Rural,33.4,11,28,8PSK,25.88,37.51,-5.57,2.94,0.0830842271406399,99.93,KO
Normal_Rural,27.75,13,56,QPSK,26.95,30.39,-9.48,0,0.212647096435957,99.71,KO
Normal_Rural,41.13,38,112,16-QAM,24.71,30.09,-39.17,0,0.0309883016663424,99.09,KO
Normal_Rural,39.39,8,56,16-QAM,25.03,35.75,-31.28,0,0.218885008400666,99.24,KO
Normal_Rural,19.39,11,28,8PSK,20.59,28.61,8.96,13.4,0.000504672704071658,99.71,Dégradé
Normal_Rural,31.54,38,28,QPSK,24.67,39.3,-14.74,0,0.0237357841088617,91.88,KO
Normal_Rural,12.55,11,56,BPSK,23.86,26.72,19.61,27.28,3.51214502130199E-07,99.72,OK
Normal_Rural,17.47,38,112,64-QAM,22.26,25.78,5.08,14.81,0.000992921228968443,99.97,Dégradé
Normal_Rural,41.37,4,56,QPSK,25.06,39.78,-33.56,0,0.0773982188552615,92.57,KO
Normal_Rural,16.61,23,14,QPSK,21.53,28.51,8.98,12.33,0.000760997296721708,99.87,Dégradé
Normal_Rural,47.42,32,14,8PSK,25.33,30.98,-39.44,0,0.016218040258556,99.85,KO
Normal_Rural,30.3,6,14,16-QAM,25.11,32.86,-6.31,2.16,0.00773232896766757,99.8,KO
Normal_Rural,16.13,6,28,8PSK,21.56,29.06,5.49,10.08,0.000866032925586182,93.2,Dégradé
Normal_Rural,36.82,13,28,BPSK,26.8,36.19,-17.7,0,0.009351463649483,99.66,KO
Normal_Rural,16.04,6,14,256-QAM,21.05,25.75,8.37,13.38,0.000166760930983391,99.55,Dégradé
Normal_Rural,32.94,38,28,8PSK,25.87,32.21,-21.82,0,0.0505673687606764,99.69,KO
Normal_Rural,6.26,13,56,16-QAM,21.56,29.65,23.43,30.17,9.6832196776659E-07,92.45,OK
Normal_Rural,29.82,4,28,QPSK,24.06,39.98,-7.27,0,0.162075605315173,99.02,KO
Normal_Rural,39.42,32,224,8PSK,24.49,35.31,-21.61,0,0.0997225133145144,99.54,KO
Normal_Rural,43.46,26,28,QPSK,24.44,31.83,-44.18,0,0.245417404863746,99.83,KO
Normal_Rural,21.18,8,224,BPSK,24.45,39.63,12.35,20.18,1.09191827880243E-06,99.33,Dégradé
Normal_Rural,27.09,4,28,8PSK,25.78,31.98,-10.69,0,0.131210421883219,99.83,KO
Normal_Rural,8.11,38,56,QPSK,23.78,27.43,34.85,37.64,1.05136864494535E-08,99.93,OK
Normal_Rural,42.31,38,28,BPSK,24.74,35.76,-28.24,0,0.145258443011318,99.7,KO
Normal_Rural,16.11,23,28,8PSK,20.39,28.35,15.46,25.32,8.70552090615432E-07,99.84,OK
Normal_Rural,11.22,23,56,256-QAM,23.91,26.28,15.01,23.48,6.33761821480351E-08,91.47,OK
Normal_Rural,23.4,38,28,QPSK,26.17,35.02,10.14,16.53,0.00178259527826973,99.79,KO
Normal_Rural,46.08,18,224,BPSK,26.86,36.8,-41.59,0,0.0328048909587169,99.93,KO
Normal_Rural,32.1,26,224,BPSK,25.79,38.49,-2.92,3.56,0.0379990431574897,99.5,KO
Normal_Rural,46.23,4,14,QPSK,24.57,38.79,-37.55,0,0.0426520466629436,99.51,KO
Normal_Rural,32.11,18,56,BPSK,24.5,36.75,-6.63,0,0.167587325144099,99.51,KO
Normal_Rural,11.41,26,224,BPSK,22.8,28.53,16.8,16.98,0.000556680481008487,99.71,Dégradé
Normal_Rural,28.49,18,28,16-QAM,24.08,39.82,0.27,6.53,0.136788005617089,99.4,KO
Normal_Rural,38.7,38,14,16-QAM,26.45,31.79,-29.36,0,0.0269817417143233,99.55,KO
Normal_Rural,26.85,38,56,16-QAM,25.65,38.25,5.66,9.62,0.0619532927067766,99.58,KO
Normal_Rural,37.74,23,28,QPSK,26.15,39.84,-11.24,0,0.0354725567423715,99.86,KO
Normal_Rural,7.01,11,28,BPSK,20.35,27.21,24.34,32.32,3.89666513612892E-07,99.1,OK
Normal_Urbain,24.22,6,28,BPSK,26.53,30.83,-7.33,0,0.0901555639286482,92.78,KO
Normal_Urbain,6.19,23,224,BPSK,20.79,28.07,36.28,42.49,1.4892503686485E-07,99.88,OK
Normal_Urbain,22,6,112,8PSK,26.43,32.75,3.39,4.08,0.0700146073846004,93.8,KO
Normal_Urbain,48.25,8,112,16-QAM,24.42,38.03,-45.48,0,0.0393767512204263,95.89,KO
Normal_Urbain,19.3,6,14,8PSK,23.34,29.83,-1.47,7.7,0.0286814795108248,94.22,KO
Normal_Urbain,46.69,23,112,16-QAM,26.07,34.26,-45.14,0,0.0717430652198114,97.24,KO
Normal_Urbain,4.76,23,56,BPSK,19.42,21.23,26.17,26.74,3.43211969767927E-07,99.71,OK
Normal_Urbain,44.03,26,14,8PSK,25.26,35.9,-33.49,0,0.131346587472787,99.98,KO
Normal_Urbain,20.51,38,224,BPSK,24.53,36.66,14.06,23.23,1.32103508896235E-06,99.91,Dégradé
Normal_Urbain,38.9,4,112,8PSK,24.36,32.28,-21.35,0,0.0307282988633312,99.83,KO
Normal_Urbain,44.26,38,224,8PSK,25.21,33.19,-40.22,0,0.203840724205428,99.24,KO
Normal_Urbain,49.6,13,56,16-QAM,26.7,30.47,-54.88,0,0.0318388899099802,99.03,KO
Normal_Urbain,38.41,23,28,8PSK,24.3,35.72,-18.67,0,0.0522242009521843,99.88,KO
Normal_Urbain,24.78,18,28,8PSK,26.35,36.72,3.66,6.66,0.138927559171528,99.19,KO
Normal_Urbain,47.77,6,14,16-QAM,25.43,34.14,-47.69,0,0.15082739989613,99.58,KO
Normal_Urbain,23.6,6,224,16-QAM,24.17,37.82,13.82,18.6,0.000530316589233544,99.68,Dégradé
